timestamp,amount,account_age_days,transaction_hour,day_of_week,transactions_last_24h,account_balance_ratio,merchant_risk_score,cross_border,cash_equivalent,transaction_type,customer_segment,sender_location,receiver_location,is_money_laundering,transaction_id,customer_id,merchant_id,running_total,hour_of_day,velocity_1h,velocity_24h
2024-01-02 10:03:48,18.160457677241027,1358,10,1,0,0.548843703243874,0.1448088655692762,1,1,cash_deposit,business,K2C4,K3C1,0,SYN_000246,CUST_00007,MERCH_0062,18.160457677241027,10,18.160457677241027,18.160457677241027
2024-01-21 20:00:46,2405.2322712666587,356,20,6,1,0.17281821652854162,0.11933242933906141,0,0,online_transfer,business,K2C4,K2C5,0,SYN_000444,CUST_00007,MERCH_0079,2423.3927289439,20,2405.2322712666587,2405.2322712666587
2024-01-25 16:16:41,651.7450968943172,844,16,3,3,0.15310778797621868,0.5504461521504894,1,0,card_payment,corporate,K1C5,K2C2,1,SYN_000342,CUST_00007,MERCH_0017,3075.137825838217,16,651.7450968943172,651.7450968943172
2024-01-08 04:00:16,6901.44032391123,570,4,0,4,0.08903660997223668,0.2336973362491441,0,0,online_transfer,retail,K2C1,K1C5,1,SYN_000399,CUST_00008,MERCH_0001,6901.44032391123,4,6901.44032391123,6901.44032391123
2024-01-11 18:36:49,2.6244138983356025,401,18,3,1,0.326181099216897,0.15355097973047319,0,0,atm_withdrawal,retail,K3C4,K1C4,1,SYN_000495,CUST_00008,MERCH_0010,6904.0647378095655,18,2.6244138983356025,2.6244138983356025
2024-01-13 17:21:20,19.229577862952148,529,17,5,5,0.4177892219689825,0.36936411521314977,1,0,atm_withdrawal,retail,K2C2,K1C5,0,SYN_000491,CUST_00008,MERCH_0192,6923.294315672518,17,19.229577862952148,19.229577862952148
2024-01-18 22:31:39,707.1807485858816,1490,22,3,7,0.37873358634213977,0.38563997943721373,1,0,online_transfer,retail,K2C3,K4C3,1,SYN_000337,CUST_00008,MERCH_0020,7630.4750642583995,22,707.1807485858816,707.1807485858816
2024-01-24 09:51:34,13340.077343368594,655,9,2,6,0.12560541118040486,0.5443538217142724,1,0,online_transfer,retail,K4C2,K1C2,1,SYN_000535,CUST_00008,MERCH_0010,20970.552407626994,9,13340.077343368594,13340.077343368594
2024-01-27 08:03:41,1987.1954606104673,97,8,5,0,0.009316975850088461,0.21325055648795815,1,0,wire_transfer,premium,K4C1,K4C1,0,SYN_000189,CUST_00008,MERCH_0178,22957.74786823746,8,1987.1954606104673,1987.1954606104673
2024-01-11 07:51:44,0.20911482187875238,864,7,3,1,0.5316115701253877,0.3206015935412991,1,1,online_transfer,retail,K1C5,K1C5,1,SYN_000695,CUST_00009,MERCH_0005,0.20911482187875238,7,0.20911482187875238,0.20911482187875238
2024-01-21 17:15:48,8432.698763467957,582,17,6,0,0.18981655989318763,0.5881452024972565,1,0,wire_transfer,retail,K2C5,K1C5,1,SYN_000566,CUST_00009,MERCH_0015,8432.907878289836,17,8432.698763467957,8432.698763467957
2024-01-23 12:52:39,189.48757066669,1128,12,1,0,0.42560375821694224,0.5870216485268923,1,0,online_transfer,business,K2C1,K3C5,0,SYN_000867,CUST_00009,MERCH_0037,8622.395448956526,12,189.48757066669,189.48757066669
2024-01-27 20:20:35,0.22868722199787633,299,20,5,0,0.12345089841932429,0.5520331222999701,1,0,atm_withdrawal,retail,K1C5,K1C5,1,SYN_000909,CUST_00009,MERCH_0008,8622.624136178523,20,0.22868722199787633,0.22868722199787633
2024-01-28 22:11:43,1285.5102480418182,702,22,6,1,0.131031182951049,0.3267781846752355,0,0,check_deposit,retail,K4C1,K1C5,1,SYN_000613,CUST_00009,MERCH_0006,9908.134384220342,22,1285.5102480418182,1285.5102480418182
2024-01-03 09:59:19,376.03737905082676,566,9,2,3,0.32498268987670065,0.15536574663880273,1,0,card_payment,business,K3C1,K4C1,1,SYN_000123,CUST_00010,MERCH_0019,376.03737905082676,9,376.03737905082676,376.03737905082676
2024-01-08 06:09:01,784.0751498510806,70,6,0,5,0.06285003833349369,1.153705117976488,0,0,wire_transfer,retail,K2C5,K3C2,1,SYN_000088,CUST_00010,MERCH_0007,1160.1125289019074,6,784.0751498510806,784.0751498510806
2024-01-12 20:35:36,963.6853452276522,222,20,4,4,0.066403495575487,1.1270442974094153,0,0,wire_transfer,retail,K3C5,K4C3,1,SYN_000239,CUST_00010,MERCH_0005,2123.7978741295597,20,963.6853452276522,963.6853452276522
2024-01-16 14:49:23,0.001288263093072603,407,14,1,1,0.6015492171650054,0.45831338154325896,0,0,wire_transfer,retail,K2C3,K3C2,1,SYN_000555,CUST_00010,MERCH_0015,2123.7991623926528,14,0.001288263093072603,0.001288263093072603
2024-01-21 18:02:46,1526.2426358873977,1548,18,6,1,0.2082860020086056,0.5749435034564361,1,1,online_transfer,business,K4C5,K3C4,1,SYN_000132,CUST_00010,MERCH_0006,3650.04179828005,18,1526.2426358873977,1526.2426358873977
2024-01-23 22:27:18,5275.217733730746,27,22,1,5,0.20210767966406634,0.2926654511388983,0,0,card_payment,business,K2C2,K2C5,1,SYN_000668,CUST_00010,MERCH_0010,8925.259532010796,22,5275.217733730746,5275.217733730746
2024-01-09 02:09:36,4903.492485758742,1602,2,1,3,0.3533303719295595,0.5625243502797405,0,0,cash_deposit,retail,K1C5,K1C4,1,SYN_000908,CUST_00011,MERCH_0005,4903.492485758742,2,4903.492485758742,4903.492485758742
2024-01-09 16:07:46,8880.288159906988,1022,16,1,0,0.3622275404526102,0.08768914043338423,1,0,card_payment,premium,K2C3,K4C3,1,SYN_000176,CUST_00011,MERCH_0016,13783.78064566573,16,8880.288159906988,13783.78064566573
2024-01-11 19:04:30,366.2866089841547,322,19,3,0,0.1592561635814642,0.33137504274422835,1,0,online_transfer,retail,K1C4,K1C3,0,SYN_000409,CUST_00011,MERCH_0145,14150.067254649886,19,366.2866089841547,366.2866089841547
2024-01-14 09:00:26,959.065277283201,1081,9,6,0,0.2845072174156914,0.6981468570206496,0,0,card_payment,business,K3C1,K1C5,1,SYN_000976,CUST_00011,MERCH_0014,15109.132531933086,9,959.065277283201,959.065277283201
2024-01-27 18:26:08,35.512855734992186,1064,18,5,0,0.21165764208422358,0.1437369321368036,1,0,online_transfer,corporate,K2C5,K2C4,1,SYN_000201,CUST_00011,MERCH_0003,15144.645387668079,18,35.512855734992186,35.512855734992186
2024-01-07 17:12:44,0.0646144476262569,881,17,6,3,0.2480200233283888,0.39204365099677796,1,0,wire_transfer,corporate,K3C2,K2C3,1,SYN_000911,CUST_00012,MERCH_0002,0.0646144476262569,17,0.0646144476262569,0.0646144476262569
2024-01-07 17:59:17,867.6850055928986,231,17,6,2,0.17823999862583362,0.17278498342298315,1,0,online_transfer,premium,K1C2,K4C3,0,SYN_000637,CUST_00012,MERCH_0017,867.7496200405249,17,867.7496200405249,867.7496200405249
2024-01-29 19:45:49,9.711446023353426,644,19,0,8,0.28434249321104005,0.6591989680015186,1,0,check_deposit,retail,K3C1,K1C2,0,SYN_000502,CUST_00012,MERCH_0029,877.4610660638783,19,9.711446023353426,9.711446023353426
2024-01-18 14:49:03,4028.6915157272024,211,14,3,0,0.22704699879489695,0.08816811538591113,0,0,wire_transfer,retail,K4C1,K2C5,0,SYN_000157,CUST_00013,MERCH_0072,4028.6915157272024,14,4028.6915157272024,4028.6915157272024
2024-01-20 04:19:33,4184.45170818343,2303,4,5,0,0.26195920049349786,0.2417405388201437,1,1,cash_deposit,retail,K3C4,K4C3,1,SYN_000682,CUST_00013,MERCH_0012,8213.143223910633,4,4184.45170818343,4184.45170818343
2024-01-28 10:24:44,9082.342792683114,405,10,6,0,0.17937514034315793,0.05506308489536824,1,0,online_transfer,corporate,K1C1,K4C5,1,SYN_000167,CUST_00013,MERCH_0018,17295.486016593746,10,9082.342792683114,9082.342792683114
2024-01-29 01:22:05,23.851969775789374,339,1,0,0,0.3401097075306403,0.22884788476903728,1,0,cash_deposit,retail,K2C5,K1C1,1,SYN_000509,CUST_00013,MERCH_0005,17319.337986369537,1,23.851969775789374,9106.194762458903
2024-01-07 03:00:34,348.0827908781684,329,3,6,3,0.2244208549197384,0.587023413003642,0,0,check_deposit,business,K3C4,K1C5,1,SYN_000618,CUST_00014,MERCH_0018,348.0827908781684,3,348.0827908781684,348.0827908781684
2024-01-15 07:41:25,2202.1420050394436,908,7,0,3,0.5117888539533024,0.29458711239496305,1,0,online_transfer,business,K2C5,K2C5,0,SYN_000843,CUST_00014,MERCH_0044,2550.224795917612,7,2202.1420050394436,2202.1420050394436
2024-01-19 20:23:48,2117.7451660819456,247,20,4,0,0.3845358594955716,0.28632929395955903,1,1,online_transfer,business,K4C5,K4C4,1,SYN_000142,CUST_00014,MERCH_0015,4667.969961999557,20,2117.7451660819456,2117.7451660819456
2024-01-23 15:14:51,508.50888739880656,298,15,1,2,0.21759117184281837,0.8882431716733233,1,0,card_payment,business,K2C5,K3C2,1,SYN_000679,CUST_00014,MERCH_0007,5176.478849398364,15,508.50888739880656,508.50888739880656
2024-01-28 09:53:44,9951.071998927462,546,9,6,1,0.02670698906332151,0.6498807175882354,1,0,online_transfer,retail,K3C5,K2C5,1,SYN_000390,CUST_00014,MERCH_0017,15127.550848325827,9,9951.071998927462,9951.071998927462
2024-01-08 09:13:34,16706.467361351406,1173,9,0,1,0.21837756166018574,0.3191200053480487,0,0,card_payment,business,K1C2,K4C3,1,SYN_000554,CUST_00015,MERCH_0007,16706.467361351406,9,16706.467361351406,16706.467361351406
2024-01-09 18:38:45,11.483876746067798,754,18,1,2,0.5521366833560282,0.4299531835229761,0,1,wire_transfer,retail,K1C4,K1C5,1,SYN_000240,CUST_00015,MERCH_0013,16717.951238097474,18,11.483876746067798,11.483876746067798
2024-01-12 09:01:42,757.4959864648778,1389,9,4,1,0.31974161689712544,0.17264102432532535,0,0,card_payment,business,K3C2,K3C2,1,SYN_000942,CUST_00015,MERCH_0018,17475.44722456235,9,757.4959864648778,757.4959864648778
2024-01-12 21:38:26,3540.2004304369834,514,21,4,2,0.15065394636664223,0.27216328066953605,0,0,online_transfer,retail,K1C5,K1C2,0,SYN_000783,CUST_00015,MERCH_0097,21015.647654999335,21,3540.2004304369834,4297.696416901861
2024-01-22 03:23:59,25019.43629286738,1418,3,0,0,0.44451921879118006,0.0812270470642533,0,0,card_payment,business,K4C3,K2C4,0,SYN_000918,CUST_00015,MERCH_0102,46035.08394786672,3,25019.43629286738,25019.43629286738
2024-01-30 15:46:09,13.180336491044168,538,15,1,5,0.4396065121786365,0.725930660101105,0,0,wire_transfer,corporate,K1C2,K3C5,1,SYN_000712,CUST_00015,MERCH_0012,46048.264284357756,15,13.180336491044168,13.180336491044168
2024-01-01 15:52:25,328.71871301431565,872,15,0,2,0.2295476251450134,0.3030958948753803,1,0,cash_deposit,retail,K3C3,K3C4,1,SYN_000660,CUST_00016,MERCH_0017,328.71871301431565,15,328.71871301431565,328.71871301431565
2024-01-12 18:07:12,794.4190964089988,517,18,4,2,0.07214256639861039,0.541373790817496,0,0,cash_deposit,retail,K1C5,K3C4,1,SYN_000225,CUST_00016,MERCH_0012,1123.1378094233146,18,794.4190964089988,794.4190964089988
2024-01-19 13:52:36,329.37417919933745,402,13,4,1,0.309746546768192,0.03342045748981602,0,0,card_payment,retail,K4C5,K2C5,0,SYN_000041,CUST_00016,MERCH_0130,1452.5119886226519,13,329.37417919933745,329.37417919933745
2024-01-22 16:20:05,957.7779516118312,124,16,0,2,0.5922974383947619,0.31013538298367066,1,0,online_transfer,retail,K4C2,K2C1,1,SYN_000251,CUST_00016,MERCH_0002,2410.289940234483,16,957.7779516118312,957.7779516118312
2024-01-26 13:51:10,531.5624444734217,942,13,4,4,0.21364901075726936,0.8820566193354584,1,0,cash_deposit,retail,K3C2,K1C5,1,SYN_000818,CUST_00016,MERCH_0003,2941.852384707905,13,531.5624444734217,531.5624444734217
2024-01-07 17:16:35,2963.5923260384398,1778,17,6,3,0.13720261017724564,0.23793970928261818,1,1,cash_deposit,business,K3C5,K1C4,0,SYN_000029,CUST_00017,MERCH_0154,2963.5923260384398,17,2963.5923260384398,2963.5923260384398
2024-01-12 10:42:42,5919.582439071741,1271,10,4,3,0.1950433220119324,0.2863932888453307,0,0,card_payment,business,K2C5,K1C3,1,SYN_000359,CUST_00017,MERCH_0013,8883.17476511018,10,5919.582439071741,5919.582439071741
2024-01-24 09:04:18,115.24001271728724,786,9,2,0,0.44350955896974775,0.44420110953518344,1,0,card_payment,premium,K3C3,K2C4,1,SYN_000343,CUST_00017,MERCH_0018,8998.414777827467,9,115.24001271728724,115.24001271728724
2024-01-02 20:42:46,2988.0087765877242,432,20,1,5,0.13418206587750134,0.24625785888315815,0,0,online_transfer,business,K1C4,K3C5,0,SYN_000547,CUST_00019,MERCH_0074,2988.0087765877242,20,2988.0087765877242,2988.0087765877242
2024-01-12 06:07:56,20979.004190589272,239,6,4,0,0.24736719305347687,0.15726701979037064,1,0,cash_deposit,retail,K4C1,K3C1,1,SYN_000801,CUST_00019,MERCH_0001,23967.012967176997,6,20979.004190589272,20979.004190589272
2024-01-15 12:12:49,0.3686553293611192,1689,12,0,1,0.2772084485308064,0.5201529400256232,0,0,card_payment,business,K3C4,K1C5,0,SYN_000217,CUST_00019,MERCH_0117,23967.38162250636,12,0.3686553293611192,0.3686553293611192
2024-01-16 03:38:02,321.2382423165154,598,3,1,0,0.3750781357123557,0.4266089696841754,1,0,online_transfer,retail,K3C3,K3C4,0,SYN_000651,CUST_00019,MERCH_0007,24288.619864822875,3,321.2382423165154,321.60689764587653
2024-01-28 05:37:31,42.16374880850401,784,5,6,3,0.30695091837036487,0.36910773633948946,1,0,card_payment,retail,K4C2,K1C5,1,SYN_000736,CUST_00019,MERCH_0006,24330.783613631378,5,42.16374880850401,42.16374880850401
2024-01-06 10:30:23,11525.942756247798,176,10,5,5,0.018849343265715655,1.1155120872833473,1,0,card_payment,premium,K4C1,K1C2,1,SYN_000516,CUST_00020,MERCH_0003,11525.942756247798,10,11525.942756247798,11525.942756247798
2024-01-12 16:29:47,2654.498223159961,1474,16,4,0,0.5431897797518274,0.10712251903715941,1,0,card_payment,retail,K2C5,K1C4,0,SYN_000905,CUST_00020,MERCH_0092,14180.440979407758,16,2654.498223159961,2654.498223159961
2024-01-20 22:10:47,67.46608167047138,1034,22,5,3,0.40877752602986867,0.9673846485797889,1,1,online_transfer,business,K2C5,K2C4,1,SYN_000043,CUST_00020,MERCH_0008,14247.907061078231,22,67.46608167047138,67.46608167047138
2024-01-26 17:54:45,97.09819188931061,2271,17,4,1,0.3800298675190945,0.11251051259485091,1,1,wire_transfer,retail,K4C2,K3C3,0,SYN_000059,CUST_00020,MERCH_0172,14345.005252967541,17,97.09819188931061,97.09819188931061
2024-01-29 03:44:52,2439.611921905388,223,3,0,0,0.09490047254894082,0.07626071410956696,0,0,card_payment,business,K1C1,K2C3,0,SYN_000615,CUST_00020,MERCH_0175,16784.61717487293,3,2439.611921905388,2439.611921905388
2024-01-05 20:12:47,56.412466641762784,301,20,4,7,0.5929585469938684,0.31464770651898505,1,0,online_transfer,retail,K4C5,K1C3,1,SYN_000066,CUST_00021,MERCH_0011,56.412466641762784,20,56.412466641762784,56.412466641762784
2024-01-06 01:01:08,4951.196679960252,1928,1,5,2,0.45542522266246976,0.09649368814186408,1,0,online_transfer,premium,K4C4,K3C3,0,SYN_000750,CUST_00021,MERCH_0064,5007.609146602015,1,4951.196679960252,5007.609146602015
2024-01-12 01:40:31,536.5207089833793,439,1,4,2,0.21294596968610768,0.26914083382560866,1,0,online_transfer,business,K3C4,K3C1,0,SYN_000983,CUST_00021,MERCH_0048,5544.129855585395,1,536.5207089833793,536.5207089833793
2024-01-26 06:06:31,8.962977065177235,228,6,4,0,0.06633856845314873,0.4250859819909852,0,1,wire_transfer,corporate,K1C3,K1C1,0,SYN_000835,CUST_00021,MERCH_0164,5553.092832650572,6,8.962977065177235,8.962977065177235
2024-01-27 09:09:33,445.85724938338393,250,9,5,2,0.347988448450355,0.6797565309428935,1,0,atm_withdrawal,business,K1C4,K1C2,1,SYN_000898,CUST_00021,MERCH_0012,5998.950082033955,9,445.85724938338393,445.85724938338393
2024-01-02 23:27:19,38.09142023276888,199,23,1,0,0.21689252395825204,0.3939440468737169,1,0,online_transfer,retail,K4C4,K3C1,0,SYN_000378,CUST_00022,MERCH_0108,38.09142023276888,23,38.09142023276888,38.09142023276888
2024-01-14 16:10:03,1043.3026770440936,660,16,6,2,0.05325560444053858,0.07703632767035545,1,0,card_payment,business,K3C1,K4C1,0,SYN_000897,CUST_00022,MERCH_0086,1081.3940972768623,16,1043.3026770440936,1043.3026770440936
2024-01-20 11:46:41,3082.766243381376,1061,11,5,5,0.5213400850222507,0.5376847459767008,0,0,check_deposit,corporate,K2C5,K1C1,1,SYN_000838,CUST_00022,MERCH_0007,4164.160340658239,11,3082.766243381376,3082.766243381376
2024-01-13 02:18:24,5426.396943617229,953,2,5,5,0.344760795612949,0.12566628687591438,1,0,card_payment,retail,K3C4,K1C1,0,SYN_000727,CUST_00023,MERCH_0045,5426.396943617229,2,5426.396943617229,5426.396943617229
2024-01-15 06:30:07,134.04193486860126,2009,6,0,7,0.16148032367007245,0.7391566973835327,1,0,check_deposit,retail,K1C2,K3C1,0,SYN_000487,CUST_00023,MERCH_0170,5560.43887848583,6,134.04193486860126,134.04193486860126
2024-01-25 09:16:18,2764.1812985651027,623,9,3,5,0.3965253421488668,0.6880277778177568,1,0,online_transfer,retail,K2C2,K3C4,1,SYN_000813,CUST_00023,MERCH_0019,8324.620177050932,9,2764.1812985651027,2764.1812985651027
2024-01-28 21:39:48,2508.5980215492536,191,21,6,2,0.2390637423221195,0.19568579959262886,0,1,online_transfer,retail,K2C1,K1C5,0,SYN_000729,CUST_00023,MERCH_0054,10833.218198600187,21,2508.5980215492536,2508.5980215492536
2024-01-28 21:54:41,5192.1111187017805,713,21,6,1,0.2468150846376281,0.6129796733210149,1,1,check_deposit,business,K1C5,K1C2,1,SYN_000991,CUST_00023,MERCH_0014,16025.329317301967,21,7700.709140251034,7700.709140251034
2024-01-05 10:54:31,6.703738310372695,97,10,4,1,0.016682120535065563,0.029594107789837697,0,0,card_payment,retail,K1C1,K1C5,1,SYN_000975,CUST_00024,MERCH_0017,6.703738310372695,10,6.703738310372695,6.703738310372695
2024-01-10 21:09:56,1488.1574205579298,1770,21,2,2,0.5802433814810153,0.20519846898741664,1,0,card_payment,premium,K2C2,K3C2,1,SYN_000724,CUST_00024,MERCH_0012,1494.8611588683025,21,1488.1574205579298,1488.1574205579298
2024-01-18 15:24:23,989.3254279677636,578,15,3,1,0.024527402274686597,0.5511309123402162,1,0,cash_deposit,retail,K4C3,K2C5,1,SYN_000856,CUST_00024,MERCH_0011,2484.186586836066,15,989.3254279677636,989.3254279677636
2024-01-28 18:44:36,0.006412903013861618,408,18,6,0,0.3226656222583124,0.08415721533792393,1,0,online_transfer,retail,K3C2,K2C5,1,SYN_000089,CUST_00024,MERCH_0007,2484.19299973908,18,0.006412903013861618,0.006412903013861618
